project_id,state,district,constituency,work_type,work_description,sanction_amount,estimated_cost,expenditure,start_date,expected_completion,actual_completion_date,physical_progress,financial_progress,implementing_agency,contractor_agency,latitude,longitude,status,terrain,data_source
MPLADS-SYN-0631,Rajasthan,Jaipur,Jaipur,Solar Lighting,Solar Lighting development work in Jaipur,1300000,1260000,939688,2026-07-07,2026-12-20,,69,77,Rural Development Agency,Maharashtra Works Agency,8.55787,76.129157,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0632,Bihar,Patna,Patna,Health Facility,Health Facility development work in Patna,2490000,2480000,784166,2026-05-03,2026-07-13,,41,33,Zilla Parishad,Maharashtra Works Agency,15.730968,87.454583,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0633,Karnataka,Hubballi,Hubballi,Solar Lighting,Solar Lighting development work in Hubballi,1400000,1390000,1261019,2026-01-11,2026-04-22,,89,92,Municipal Council,District Works Cooperative,10.182339,74.049941,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0634,Gujarat,Ahmedabad,Ahmedabad,Solar Lighting,Solar Lighting development work in Ahmedabad,790000,790000,286828,2026-01-13,2026-07-27,,35,40,District Health Office,Shree Buildcon,8.970903,84.599562,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0635,Bihar,Gaya,Gaya,Solar Lighting,Solar Lighting development work in Gaya,1180000,1160000,531000,2026-06-17,2026-11-09,,75,45,Municipal Council,Om Civil Works,15.005801,78.948117,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0636,Uttar Pradesh,Kanpur Nagar,Kanpur,Road,Road development work in Kanpur Nagar,2010000,2040000,1591933,2026-08-20,2027-01-29,,76,84,District Health Office,Om Civil Works,23.106007,84.790306,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0637,Maharashtra,Palghar,Palghar,Community Hall,Community Hall development work in Palghar,1410000,1410000,974568,2026-04-23,2026-09-05,,76,71,District Health Office,ABC Infrastructure Pvt Ltd,26.857574,77.042894,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0638,Maharashtra,Ahmednagar,Ahmednagar,Street Lighting,Street Lighting development work in Ahmednagar,840000,820000,294000,2026-06-01,2027-01-25,,25,35,Municipal Corporation,Om Civil Works,17.003974,77.792115,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0639,Madhya Pradesh,Bhopal,Bhopal,Community Hall,Community Hall development work in Bhopal,2030000,2030000,890589,2026-07-14,2027-02-08,,49,46,Rural Development Agency,National Infra Services,20.298942,84.793568,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0640,Rajasthan,Jodhpur,Jodhpur,Street Lighting,Street Lighting development work in Jodhpur,730000,730000,451250,2026-02-24,2026-09-06,,62,63,Rural Development Agency,Sai Construction,26.501862,76.19763,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0641,Uttar Pradesh,Varanasi,Varanasi,Drainage,Drainage development work in Varanasi,920000,930000,307641,2026-02-16,2026-07-29,,47,37,Zilla Parishad,Maharashtra Works Agency,13.301592,74.055913,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0642,Karnataka,Dharwad,Dharwad,School Building,School Building development work in Dharwad,2700000,2720000,1879356,2026-06-14,2026-12-01,,67,70,Municipal Corporation,National Infra Services,8.001056,77.588657,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0643,Rajasthan,Udaipur,Udaipur,Drainage,Drainage development work in Udaipur,1160000,1190000,1046020,2026-05-06,2026-11-25,,92,92,Zilla Parishad,Sai Construction,17.668392,83.599631,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0644,Gujarat,Ahmedabad,Ahmedabad,School Building,School Building development work in Ahmedabad,4800000,4910000,3072000,2026-07-20,2026-12-12,,37,64,Education Department,ABC Infrastructure Pvt Ltd,20.512993,75.438538,Delayed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0645,Maharashtra,Palghar,Palghar,Drinking Water,Drinking Water development work in Palghar,620000,610000,257935,2026-05-09,2026-10-07,,43,45,Rural Development Agency,Sai Construction,26.16591,74.855479,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0646,Bihar,Bhagalpur,Bhagalpur,Library,Library development work in Bhagalpur,1370000,1370000,624854,2026-05-01,2026-09-05,,57,49,Municipal Council,District Works Cooperative,8.461811,86.29851,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0647,Karnataka,Belagavi,Belagavi,Drainage,Drainage development work in Belagavi,1020000,1020000,367200,2026-06-21,2027-02-04,,75,36,Municipal Corporation,Sai Construction,13.043037,87.738213,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0648,Gujarat,Vadodara,Vadodara,Sports Facility,Sports Facility development work in Vadodara,860000,850000,703413,2026-08-09,2027-01-18,,94,86,Zilla Parishad,Sai Construction,14.395159,77.055809,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0649,Maharashtra,Jalgaon,Jalgaon,Street Lighting,Street Lighting development work in Jalgaon,1450000,1430000,1261500,2026-07-06,2026-10-13,,49,87,Municipal Corporation,ABC Infrastructure Pvt Ltd,9.123301,73.10934,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0650,Bihar,Gaya,Gaya,Drainage,Drainage development work in Gaya,610000,610000,271292,2026-07-14,2026-11-30,,48,49,Education Department,District Works Cooperative,18.186462,76.990365,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0651,Gujarat,Surat,Surat,Sports Facility,Sports Facility development work in Surat,1250000,1260000,982728,2026-02-13,2026-08-09,,89,82,Education Department,Maharashtra Works Agency,20.72709,75.549681,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0652,Karnataka,Dharwad,Dharwad,School Building,School Building development work in Dharwad,1970000,2000000,588918,2026-06-21,2026-11-19,,37,33,Municipal Council,Maharashtra Works Agency,25.403985,87.712453,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0653,Karnataka,Belagavi,Belagavi,Community Hall,Community Hall development work in Belagavi,1070000,1080000,545700,2026-02-20,2026-05-17,,29,51,Rural Development Agency,ABC Infrastructure Pvt Ltd,27.919829,87.142348,Delayed,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0654,Rajasthan,Kota,Kota,Library,Library development work in Kota,1790000,1760000,1324600,2026-02-24,2026-04-25,,45,74,Municipal Corporation,ABC Infrastructure Pvt Ltd,19.658413,74.296013,Delayed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0655,Maharashtra,Jalgaon,Jalgaon,Sports Facility,Sports Facility development work in Jalgaon,2370000,2350000,900002,2026-03-21,2026-09-29,,46,41,Zilla Parishad,Sai Construction,24.523279,72.724644,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0656,Uttar Pradesh,Kanpur Nagar,Kanpur,Drinking Water,Drinking Water development work in Kanpur Nagar,1620000,1610000,1249499,2026-08-24,2027-01-28,,88,85,Rural Development Agency,Maharashtra Works Agency,22.293768,87.036823,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0657,Tamil Nadu,Coimbatore,Coimbatore,Sports Facility,Sports Facility development work in Coimbatore,750000,730000,232500,2026-05-10,2026-07-27,,8,31,District Health Office,Om Civil Works,23.446455,76.283655,Delayed,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0658,Maharashtra,Pune,Pune,Sports Facility,Sports Facility development work in Pune,830000,850000,390100,2026-06-07,2026-08-16,,32,47,Public Works Department,Sai Construction,18.541904,79.04705,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0659,Karnataka,Bengaluru Urban,Bengaluru,School Building,School Building development work in Bengaluru Urban,4650000,4610000,1813500,2026-07-22,2026-10-30,,12,39,Rural Development Agency,Sai Construction,14.626226,73.984956,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0660,Madhya Pradesh,Bhopal,Bhopal,School Building,School Building development work in Bhopal,3070000,3020000,1105200,2026-01-03,2026-05-26,,29,36,Rural Development Agency,Om Civil Works,21.370257,74.561357,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0661,Karnataka,Dharwad,Dharwad,Road,Road development work in Dharwad,1360000,1380000,680000,2026-03-13,2026-05-22,,30,50,Rural Development Agency,Om Civil Works,17.933393,76.410838,Delayed,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0662,Bihar,Bhagalpur,Bhagalpur,Drainage,Drainage development work in Bhagalpur,1210000,1210000,863213,2026-02-06,2026-07-14,,65,75,Rural Development Agency,Shree Buildcon,13.326343,87.549485,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0663,Madhya Pradesh,Jabalpur,Jabalpur,Drinking Water,Drinking Water development work in Jabalpur,550000,550000,403911,2026-05-20,2026-12-04,,76,76,Public Works Department,Shree Buildcon,23.566377,84.53924,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0664,Tamil Nadu,Salem,Salem,Solar Lighting,Solar Lighting development work in Salem,710000,690000,656110,2026-01-19,2026-05-27,2026-06-03,95,100,Public Works Department,District Works Cooperative,25.601213,72.887175,Completed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0665,Karnataka,Hubballi,Hubballi,Library,Library development work in Hubballi,630000,640000,543935,2026-06-15,2026-12-20,,81,91,Rural Development Agency,Maharashtra Works Agency,13.218529,75.683638,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0666,Karnataka,Bengaluru Urban,Bengaluru,Drinking Water,Drinking Water development work in Bengaluru Urban,1320000,1350000,483935,2026-04-24,2026-12-07,,41,39,District Health Office,District Works Cooperative,14.19001,72.031036,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0667,Gujarat,Rajkot,Rajkot,Road,Road development work in Rajkot,2880000,2900000,1728000,2026-05-19,2026-07-26,,40,60,Public Works Department,Sai Construction,16.865761,81.85681,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0668,Rajasthan,Ajmer,Ajmer,Road,Road development work in Ajmer,680000,690000,387600,2026-01-20,2026-07-18,,34,57,Municipal Corporation,District Works Cooperative,11.381854,82.481673,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0669,Karnataka,Bengaluru Urban,Bengaluru,Community Hall,Community Hall development work in Bengaluru Urban,3460000,3390000,2802600,2026-07-14,2027-02-08,,70,81,Zilla Parishad,ABC Infrastructure Pvt Ltd,24.610081,83.091616,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0670,Tamil Nadu,Chennai,Chennai,Drinking Water,Drinking Water development work in Chennai,1300000,1270000,1014000,2026-04-17,2026-06-20,,49,78,Municipal Corporation,National Infra Services,10.959882,75.400279,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0671,Uttar Pradesh,Varanasi,Varanasi,Library,Library development work in Varanasi,1490000,1530000,899258,2026-01-14,2026-08-31,,64,66,Rural Development Agency,National Infra Services,16.927557,88.026849,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0672,Gujarat,Rajkot,Rajkot,Road,Road development work in Rajkot,1340000,1320000,469000,2026-04-20,2026-12-10,,7,35,Rural Development Agency,ABC Infrastructure Pvt Ltd,24.084862,76.127849,Delayed,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0673,Uttar Pradesh,Kanpur Nagar,Kanpur,Drainage,Drainage development work in Kanpur Nagar,830000,830000,674933,2026-01-05,2026-04-19,,80,86,Rural Development Agency,ABC Infrastructure Pvt Ltd,19.713429,87.332167,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0674,Madhya Pradesh,Bhopal,Bhopal,Street Lighting,Street Lighting development work in Bhopal,330000,320000,265861,2026-02-05,2026-08-23,,75,83,Municipal Council,Shree Buildcon,9.779001,77.451914,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0675,Uttar Pradesh,Varanasi,Varanasi,Sports Facility,Sports Facility development work in Varanasi,2330000,2370000,1873058,2026-06-07,2026-10-06,,83,85,Rural Development Agency,Sai Construction,19.451619,73.902505,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0676,Bihar,Muzaffarpur,Muzaffarpur,Drainage,Drainage development work in Muzaffarpur,700000,690000,686000,2026-05-18,2026-09-26,,43,98,Education Department,Om Civil Works,8.885378,77.007264,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0677,Uttar Pradesh,Agra,Agra,Drinking Water,Drinking Water development work in Agra,1050000,1050000,800387,2026-05-22,2026-07-27,,78,80,Municipal Council,District Works Cooperative,19.889385,82.046109,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0678,Uttar Pradesh,Kanpur Nagar,Kanpur,Health Facility,Health Facility development work in Kanpur Nagar,1940000,1940000,902649,2026-03-24,2026-09-13,,50,51,District Health Office,ABC Infrastructure Pvt Ltd,24.099153,72.910373,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0679,Rajasthan,Jaipur,Jaipur,Health Facility,Health Facility development work in Jaipur,3890000,3930000,1634892,2026-03-07,2026-08-01,,54,46,Public Works Department,Sai Construction,26.039072,77.331459,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0680,Madhya Pradesh,Jabalpur,Jabalpur,Drainage,Drainage development work in Jabalpur,2370000,2440000,1344274,2026-07-18,2027-01-29,,49,57,Rural Development Agency,National Infra Services,19.159307,72.452315,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0681,Uttar Pradesh,Varanasi,Varanasi,Street Lighting,Street Lighting development work in Varanasi,490000,490000,230373,2026-04-07,2026-07-22,,40,52,Public Works Department,Om Civil Works,18.384447,79.771622,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0682,Gujarat,Ahmedabad,Ahmedabad,Street Lighting,Street Lighting development work in Ahmedabad,1220000,1230000,991212,2026-08-11,2027-03-25,,78,86,Zilla Parishad,National Infra Services,23.988338,77.865943,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0683,Bihar,Darbhanga,Darbhanga,Community Hall,Community Hall development work in Darbhanga,1930000,1970000,1373292,2026-08-03,2026-12-09,,75,79,District Health Office,National Infra Services,18.896262,80.252766,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0684,Rajasthan,Udaipur,Udaipur,Solar Lighting,Solar Lighting development work in Udaipur,1120000,1120000,922178,2026-02-11,2026-08-27,,88,84,Municipal Corporation,National Infra Services,26.746955,85.374142,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0685,Rajasthan,Jaipur,Jaipur,Community Hall,Community Hall development work in Jaipur,2350000,2330000,940000,2026-08-24,2027-02-15,,35,40,Education Department,Shree Buildcon,26.942088,79.165014,Delayed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0686,Karnataka,Bengaluru Urban,Bengaluru,Solar Lighting,Solar Lighting development work in Bengaluru Urban,410000,410000,366880,2026-06-16,2026-10-12,,79,91,Rural Development Agency,Sai Construction,10.612618,86.503189,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0687,Uttar Pradesh,Varanasi,Varanasi,School Building,School Building development work in Varanasi,2320000,2320000,1181932,2026-06-14,2027-01-06,,43,52,Zilla Parishad,District Works Cooperative,26.015441,82.463218,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0688,Uttar Pradesh,Kanpur Nagar,Kanpur,Street Lighting,Street Lighting development work in Kanpur Nagar,1410000,1390000,848251,2026-04-13,2026-09-03,,71,62,Zilla Parishad,ABC Infrastructure Pvt Ltd,22.75391,74.363617,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0689,Rajasthan,Ajmer,Ajmer,Health Facility,Health Facility development work in Ajmer,3690000,3800000,2539352,2026-06-07,2027-01-24,,67,72,Education Department,Om Civil Works,11.756106,88.357147,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0690,Madhya Pradesh,Bhopal,Bhopal,Drinking Water,Drinking Water development work in Bhopal,870000,880000,346309,2026-06-03,2026-11-12,,36,41,Municipal Council,ABC Infrastructure Pvt Ltd,13.095031,74.179139,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0691,Bihar,Darbhanga,Darbhanga,School Building,School Building development work in Darbhanga,3900000,4000000,2788793,2026-04-24,2026-09-19,,74,72,Municipal Corporation,ABC Infrastructure Pvt Ltd,22.667685,75.683028,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0692,Tamil Nadu,Chennai,Chennai,Street Lighting,Street Lighting development work in Chennai,570000,590000,461700,2026-07-17,2026-12-15,,34,81,District Health Office,National Infra Services,16.610552,79.348978,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0693,Maharashtra,Jalgaon,Jalgaon,Road,Road development work in Jalgaon,2200000,2190000,875533,2026-06-13,2027-01-01,,35,40,Education Department,Om Civil Works,11.286399,79.897444,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0694,Tamil Nadu,Chennai,Chennai,Street Lighting,Street Lighting development work in Chennai,1110000,1080000,676787,2026-04-14,2026-10-09,,62,64,Municipal Corporation,ABC Infrastructure Pvt Ltd,15.944329,76.346685,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0695,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Drainage,Drainage development work in Tiruchirappalli,1470000,1490000,600187,2026-04-08,2026-10-05,,41,43,Rural Development Agency,National Infra Services,17.883275,75.992244,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0696,Maharashtra,Solapur,Solapur,Solar Lighting,Solar Lighting development work in Solapur,1680000,1650000,665659,2026-08-13,2027-03-22,,41,43,Municipal Council,Sai Construction,18.668782,79.892121,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0697,Uttar Pradesh,Kanpur Nagar,Kanpur,Sports Facility,Sports Facility development work in Kanpur Nagar,1880000,1880000,1140794,2026-04-12,2026-07-06,,63,63,Public Works Department,Om Civil Works,24.368169,74.586577,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0698,Uttar Pradesh,Lucknow,Lucknow,Sports Facility,Sports Facility development work in Lucknow,2300000,2350000,1745300,2026-03-07,2026-10-01,,75,84,Rural Development Agency,Shree Buildcon,18.80769,76.849563,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0699,Gujarat,Kutch,Kutch,Road,Road development work in Kutch,2230000,2280000,1302317,2026-07-21,2027-02-16,,50,61,Zilla Parishad,District Works Cooperative,26.861777,85.001773,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0700,Gujarat,Ahmedabad,Ahmedabad,Sports Facility,Sports Facility development work in Ahmedabad,1870000,1920000,1771852,2026-01-11,2026-04-02,,90,98,District Health Office,National Infra Services,12.744845,77.195237,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0701,Bihar,Muzaffarpur,Muzaffarpur,Road,Road development work in Muzaffarpur,1040000,1060000,454971,2026-08-09,2026-12-13,,35,44,District Health Office,Om Civil Works,19.902801,87.198268,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0702,Bihar,Bhagalpur,Bhagalpur,Drinking Water,Drinking Water development work in Bhagalpur,530000,520000,177866,2026-01-03,2026-03-10,,41,36,Public Works Department,Om Civil Works,16.323951,77.48274,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0703,Rajasthan,Jodhpur,Jodhpur,Road,Road development work in Jodhpur,1630000,1630000,548597,2026-02-03,2026-07-26,,37,35,Public Works Department,ABC Infrastructure Pvt Ltd,22.421428,78.981548,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0704,Maharashtra,Dhule,Dhule,Solar Lighting,Solar Lighting development work in Dhule,1750000,1740000,1050000,2026-07-21,2026-12-31,,59,60,Municipal Council,Maharashtra Works Agency,22.746489,83.840945,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0705,Maharashtra,Nandurbar,Nandurbar,Road,Road development work in Nandurbar,1420000,1430000,1235400,2026-02-16,2026-06-14,,22,87,Municipal Corporation,District Works Cooperative,17.481404,74.067374,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0706,Madhya Pradesh,Ujjain,Ujjain,Road,Road development work in Ujjain,500000,510000,260921,2026-02-04,2026-09-22,,61,53,District Health Office,District Works Cooperative,9.135347,85.496608,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0707,Uttar Pradesh,Prayagraj,Prayagraj,Community Hall,Community Hall development work in Prayagraj,1820000,1800000,1792554,2026-04-03,2026-06-17,2026-07-02,95,99,District Health Office,Maharashtra Works Agency,13.379187,74.060337,Completed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0708,Uttar Pradesh,Varanasi,Varanasi,School Building,School Building development work in Varanasi,4560000,4530000,4001002,2026-04-14,2026-10-20,,89,93,Municipal Corporation,Shree Buildcon,26.717748,82.056572,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0709,Madhya Pradesh,Jabalpur,Jabalpur,Community Hall,Community Hall development work in Jabalpur,3920000,3940000,2273600,2026-05-09,2026-09-23,,45,58,Public Works Department,National Infra Services,13.707633,87.863661,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0710,Uttar Pradesh,Kanpur Nagar,Kanpur,Library,Library development work in Kanpur Nagar,710000,730000,311419,2026-03-24,2026-09-01,,54,46,District Health Office,Sai Construction,8.46099,74.404944,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0711,Madhya Pradesh,Jabalpur,Jabalpur,Sports Facility,Sports Facility development work in Jabalpur,1050000,1040000,419441,2026-03-07,2026-06-28,,50,41,Education Department,ABC Infrastructure Pvt Ltd,8.295481,72.70886,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
